Date/Time,Control Plot,Net radiation,Date/Time,Treatment Plot,Shortwave radiation
17/05/2012 13:15,0.203,135.296,25/05/2012 14:45,0,681.371
17/05/2012 13:45,0.203,172.929,25/05/2012 15:15,0,638.871
17/05/2012 14:15,0.609,183.358,25/05/2012 15:45,0,582.719
17/05/2012 14:45,0.203,185.653,25/05/2012 16:15,0,511.909
17/05/2012 15:15,0.406,152.502,25/05/2012 16:45,0,431.175
17/05/2012 15:45,0.203,128.253,25/05/2012 17:15,0,367.093
17/05/2012 16:15,0.203,112.532,25/05/2012 17:45,0,323.074
17/05/2012 16:45,0,66.8118,25/05/2012 18:15,0,255.534
17/05/2012 17:15,0.203,47.132,25/05/2012 18:45,0,183.241
17/05/2012 17:45,0.203,31.3364,25/05/2012 19:15,0,114.952
17/05/2012 18:15,0.203,38.1566,25/05/2012 19:45,0,45.8718
17/05/2012 18:45,0,25.1648,25/05/2012 20:15,0,16.1526
17/05/2012 19:15,0.203,2.47591,25/05/2012 20:45,0,0.85061
17/05/2012 19:45,0,-7.08952,25/05/2012 21:15,0,-2.41027
17/05/2012 20:15,0.203,-8.8398,25/05/2012 21:45,0,-2.718
17/05/2012 20:45,0.203,-14.6876,25/05/2012 22:15,0,-2.71047
17/05/2012 21:15,0.203,-13.1017,25/05/2012 22:45,0,-2.70448
17/05/2012 21:45,0.203,-13.0408,25/05/2012 23:15,0,-2.57698
17/05/2012 22:15,0.609,-13.2814,25/05/2012 23:45,0,-2.38507
17/05/2012 22:45,0.203,-12.4536,26/05/2012 00:15,0,-2.716
17/05/2012 23:15,0.203,-12.7109,26/05/2012 00:45,0,-2.69181
17/05/2012 23:45,0,-13.3276,26/05/2012 01:15,0,-2.56368
18/05/2012 00:15,0.203,-11.5259,26/05/2012 01:45,0,-2.37218
18/05/2012 00:45,0.203,-11.7776,26/05/2012 02:15,0,-2.21679
18/05/2012 01:15,0.203,-15.7377,26/05/2012 02:45,0,-2.24402
18/05/2012 01:45,0.203,-13.4473,26/05/2012 03:15,0,-1.22844
18/05/2012 02:15,0.203,-14.3994,26/05/2012 03:45,0,4.13847
18/05/2012 02:45,0,-10.7893,26/05/2012 04:15,0,15.4159
18/05/2012 03:15,0.203,-12.1836,26/05/2012 04:45,0,54.9237
18/05/2012 03:45,0.203,-11.506,26/05/2012 05:15,0,125.111
18/05/2012 04:15,0,-5.20782,26/05/2012 05:45,0,192.297
18/05/2012 04:45,0.203,2.31783,26/05/2012 06:15,0,257.787
18/05/2012 05:15,0.203,15.053,26/05/2012 06:45,0,329.134
18/05/2012 05:45,0,26.8898,26/05/2012 07:15,0,401.122
18/05/2012 06:15,0.406,61.2962,26/05/2012 07:45,0,472.671
18/05/2012 06:45,0,88.2112,26/05/2012 08:15,0,541.833
18/05/2012 07:15,0,90.8764,26/05/2012 08:45,0,605.18
18/05/2012 07:45,0.203,102.133,26/05/2012 09:15,0,661.478
18/05/2012 08:15,0,95.8739,26/05/2012 09:45,0,709.999
18/05/2012 08:45,0,120.771,26/05/2012 10:15,0,749.285
18/05/2012 09:15,0.203,148.367,26/05/2012 10:45,0,783.901
18/05/2012 09:45,0,111.514,26/05/2012 11:15,0,804.759
18/05/2012 10:15,0.203,184.044,26/05/2012 11:45,0,816.65
18/05/2012 10:45,0,285.004,26/05/2012 12:15,0,818.761
18/05/2012 11:15,0,210.786,26/05/2012 12:45,0,806.843
18/05/2012 11:45,0,296.567,26/05/2012 13:15,0,794.893
18/05/2012 12:15,0,237.953,26/05/2012 13:45,0,771.578
18/05/2012 12:45,0,161.185,26/05/2012 14:15,0,739.181
18/05/2012 13:15,0,217.747,26/05/2012 14:45,0,696.526
18/05/2012 13:45,0,144.239,26/05/2012 15:15,0,651.515
18/05/2012 14:15,0,225.175,26/05/2012 15:45,0,592.807
18/05/2012 14:45,0.203,172.402,26/05/2012 16:15,0,518.674
18/05/2012 15:15,0,188.224,26/05/2012 16:45,0,434.935
18/05/2012 15:45,0.406,134.589,26/05/2012 17:15,0,367.418
18/05/2012 16:15,0.203,137.041,26/05/2012 17:45,0,317.701
18/05/2012 16:45,0.203,66.8221,26/05/2012 18:15,0,254.454
18/05/2012 17:15,0.203,46.5084,26/05/2012 18:45,0,181.511
18/05/2012 17:45,0.609,36.4826,26/05/2012 19:15,0,115.812
18/05/2012 18:15,0.406,15.818,26/05/2012 19:45,0,46.1644
18/05/2012 18:45,0,6.42371,26/05/2012 20:15,0,17.5975
18/05/2012 19:15,0.406,-6.04644,26/05/2012 20:45,0,1.41309
18/05/2012 19:45,0,-19.6928,26/05/2012 21:15,0,-2.40718
18/05/2012 20:15,0,-45.9204,26/05/2012 21:45,0,-3.57433
18/05/2012 20:45,0,-57.9434,26/05/2012 22:15,0,-3.09201
18/05/2012 21:15,0,-55.0187,26/05/2012 22:45,0,-2.77684
18/05/2012 21:45,0,-42.7081,26/05/2012 23:15,0,-2.98374
18/05/2012 22:15,0,-59.535,26/05/2012 23:45,0,-2.6585
18/05/2012 22:45,0,-70.2862,27/05/2012 00:15,0,-2.61302
18/05/2012 23:15,0,-75.7646,27/05/2012 00:45,0,-2.33981
18/05/2012 23:45,0,-82.4315,27/05/2012 01:15,0,-2.35989
19/05/2012 00:15,0,-87.5073,27/05/2012 01:45,0,-2.33751
19/05/2012 00:45,0,-68.7784,27/05/2012 02:15,0,-2.46416
19/05/2012 01:15,0,-32.5277,27/05/2012 02:45,0,-2.55368
19/05/2012 01:45,0,-42.5683,27/05/2012 03:15,0,-1.39596
19/05/2012 02:15,0,-20.1195,27/05/2012 03:45,0,4.36306
19/05/2012 02:45,0,-15.9069,27/05/2012 04:15,0,19.2358
19/05/2012 03:15,0,-14.0334,27/05/2012 04:45,0,48.3754
19/05/2012 03:45,0,-21.3173,27/05/2012 05:15,0,96.3883
19/05/2012 04:15,0,-12.149,27/05/2012 05:45,0,96.619
19/05/2012 04:45,0,-1.00585,27/05/2012 06:15,0,294.502
19/05/2012 05:15,0,5.7351,27/05/2012 06:45,0,331.998
19/05/2012 05:45,0,50.9852,27/05/2012 07:15,0,403.18
19/05/2012 06:15,0,91.5499,27/05/2012 07:45,0,472.77
19/05/2012 06:45,0,146.144,27/05/2012 08:15,0,541.976
19/05/2012 07:15,0,158.395,27/05/2012 08:45,0,604.868
19/05/2012 07:45,0,153.874,27/05/2012 09:15,0,658.278
19/05/2012 08:15,0,185.501,27/05/2012 09:45,0,704.833
19/05/2012 08:45,0,240.057,27/05/2012 10:15,0,743.089
19/05/2012 09:15,0,160.886,27/05/2012 10:45,0,774.803
19/05/2012 09:45,0,158.563,27/05/2012 11:15,0,798.118
19/05/2012 10:15,0,165.042,27/05/2012 11:45,0,811.806
19/05/2012 10:45,0,143.473,27/05/2012 12:15,0,815.211
19/05/2012 11:15,0,129.873,27/05/2012 12:45,0,807.05
19/05/2012 11:45,0,211.211,27/05/2012 13:15,0,793.268
19/05/2012 12:15,0,220.172,27/05/2012 13:45,0,767.748
19/05/2012 12:45,0,244.842,27/05/2012 14:15,0,734.375
19/05/2012 13:15,0,186.755,27/05/2012 14:45,0,691.093
19/05/2012 13:45,0,212.79,27/05/2012 15:15,0,642.951
19/05/2012 14:15,0,281.26,27/05/2012 15:45,0,581.409
19/05/2012 14:45,0,238.282,27/05/2012 16:15,0,507.024
19/05/2012 15:15,0,227.965,27/05/2012 16:45,0,430.719
19/05/2012 15:45,0,190.707,27/05/2012 17:15,0,365.201
19/05/2012 16:15,0,185.151,27/05/2012 17:45,0,310.767
19/05/2012 16:45,0,165.076,27/05/2012 18:15,0,248.401
19/05/2012 17:15,0,113.683,27/05/2012 18:45,0,179.898
19/05/2012 17:45,0,81.9438,27/05/2012 19:15,0,112.846
19/05/2012 18:15,0,54.3797,27/05/2012 19:45,0,46.9163
19/05/2012 18:45,0,37.7749,27/05/2012 20:15,0,17.4005
19/05/2012 19:15,0,10.3532,27/05/2012 20:45,0,0.99799
19/05/2012 19:45,0,-12.0869,27/05/2012 21:15,0,-1.24219
19/05/2012 20:15,0,-23.1405,27/05/2012 21:45,0,-2.13336
19/05/2012 20:45,0,-16.767,27/05/2012 22:15,0,-2.14246
19/05/2012 21:15,0,-19.0031,27/05/2012 22:45,0,-2.41913
19/05/2012 21:45,0,-12.991,27/05/2012 23:15,0,-2.42084
19/05/2012 22:15,0,-12.1771,27/05/2012 23:45,0,-1.85967
19/05/2012 22:45,0,-10.7281,28/05/2012 00:15,0,-1.10064
19/05/2012 23:15,0,-9.13493,28/05/2012 00:45,0,-1.96232
19/05/2012 23:45,0,-8.73652,28/05/2012 01:15,0,-2.02122
20/05/2012 00:15,0,-11.997,28/05/2012 01:45,0,-1.75578
20/05/2012 00:45,0,-14.9938,28/05/2012 02:15,0,-1.89611
20/05/2012 01:15,0,-29.0147,28/05/2012 02:45,0,-2.03782
20/05/2012 01:45,0,-65.0883,28/05/2012 03:15,0,-0.96699
20/05/2012 02:15,0,-66.0881,28/05/2012 03:45,0,5.02549
20/05/2012 02:45,0,-67.2628,28/05/2012 04:15,0,18.9112
20/05/2012 03:15,0,-64.8005,28/05/2012 04:45,0,48.3889
20/05/2012 03:45,0,-60.7174,28/05/2012 05:15,0,128.558
20/05/2012 04:15,0,-46.9493,28/05/2012 05:45,0,190.102
20/05/2012 04:45,0,-28.1092,28/05/2012 06:15,0,259.924
20/05/2012 05:15,0,12.3138,28/05/2012 06:45,0,322.897
20/05/2012 05:45,0,52.6258,28/05/2012 07:15,0,393.977
20/05/2012 06:15,0,71.629,28/05/2012 07:45,0,467.471
20/05/2012 06:45,0,120.319,28/05/2012 08:15,0,540.229
20/05/2012 07:15,0,159.776,28/05/2012 08:45,0,596.714
20/05/2012 07:45,0,221.374,28/05/2012 09:15,0,650.893
20/05/2012 08:15,0,215.886,28/05/2012 09:45,0,701.053
20/05/2012 08:45,0,375.129,28/05/2012 10:15,0,742.273
20/05/2012 09:15,0,465.352,28/05/2012 10:45,0,774.172
20/05/2012 09:45,0,540.274,28/05/2012 11:15,0,804.262
20/05/2012 10:15,0,585.049,28/05/2012 11:45,0,820.989
20/05/2012 10:45,0,608.898,28/05/2012 12:15,0,809.433
20/05/2012 11:15,0,652.813,28/05/2012 12:45,0,789.424
20/05/2012 11:45,0,622.046,28/05/2012 13:15,0,778.968
20/05/2012 12:15,0,620.329,28/05/2012 13:45,0,717.282
20/05/2012 12:45,0,628.656,28/05/2012 14:15,0,474.461
20/05/2012 13:15,0,630.911,28/05/2012 14:45,0,271.359
20/05/2012 13:45,0,551.685,28/05/2012 15:15,0,621.773
20/05/2012 14:15,0,578.231,28/05/2012 15:45,0,304.681
20/05/2012 14:45,0,551.938,28/05/2012 16:15,0,144.344
20/05/2012 15:15,0,475.064,28/05/2012 16:45,0,166.514
20/05/2012 15:45,0,405.668,28/05/2012 17:15,0,205.047
20/05/2012 16:15,0,351.961,28/05/2012 17:45,0,127.591
20/05/2012 16:45,0,209.145,28/05/2012 18:15,0,58.8631
20/05/2012 17:15,0,235.958,28/05/2012 18:45,0,17.4882
20/05/2012 17:45,0,92.9872,28/05/2012 19:15,0,30.5384
20/05/2012 18:15,0,48.7625,28/05/2012 19:45,0,18.506
20/05/2012 18:45,0,34.3742,28/05/2012 20:15,0,4.38112
20/05/2012 19:15,0,8.4003,28/05/2012 20:45,0,0.75916
20/05/2012 19:45,0,-15.9847,28/05/2012 21:15,0,0.00151
20/05/2012 20:15,0,-26.0651,28/05/2012 21:45,0,-0.22213
20/05/2012 20:45,0,-40.701,28/05/2012 22:15,0,-0.25538
20/05/2012 21:15,0,-23.8409,28/05/2012 22:45,0,-0.1783
20/05/2012 21:45,0,-13.6179,28/05/2012 23:15,0,-0.07858
20/05/2012 22:15,0,-15.0849,28/05/2012 23:45,0,-0.25968
20/05/2012 22:45,0,-12.5979,29/05/2012 00:15,0,-0.21758
20/05/2012 23:15,0,-19.0179,29/05/2012 00:45,0,-0.14959
20/05/2012 23:45,0,-13.7177,29/05/2012 01:15,0,-0.2055
21/05/2012 00:15,0,-10.1335,29/05/2012 01:45,0,-0.11181
21/05/2012 00:45,0,-8.66841,29/05/2012 02:15,0,-0.08461
21/05/2012 01:15,0,-8.00359,29/05/2012 02:45,0,-0.04231
21/05/2012 01:45,0,-8.4,29/05/2012 03:15,0,0.28224
21/05/2012 02:15,0,-9.08249,29/05/2012 03:45,0,1.87641
21/05/2012 02:45,0,-9.46327,29/05/2012 04:15,0,6.45848
21/05/2012 03:15,0,-9.23069,29/05/2012 04:45,0,14.1211
21/05/2012 03:45,0,-7.28367,29/05/2012 05:15,0,33.4305
21/05/2012 04:15,0,-2.66387,29/05/2012 05:45,0,41.1876
21/05/2012 04:45,0,7.486,29/05/2012 06:15,0,50.254
21/05/2012 05:15,0,17.7859,29/05/2012 06:45,0,60.5299
21/05/2012 05:45,0,32.7022,29/05/2012 07:15,0,75.8639
21/05/2012 06:15,0,66.275,29/05/2012 07:45,0,86.3747
21/05/2012 06:45,0,97.1488,29/05/2012 08:15,0,108.011
21/05/2012 07:15,0,140.525,29/05/2012 08:45,0,114.649
21/05/2012 07:45,0,197.88,29/05/2012 09:15,0,127.348
21/05/2012 08:15,0,316.062,29/05/2012 09:45,0,134.333
21/05/2012 08:45,0,439.419,29/05/2012 10:15,0,151.152
21/05/2012 09:15,0,501.621,29/05/2012 10:45,0,153.417
21/05/2012 09:45,0,577.009,29/05/2012 11:15,0,159.188
21/05/2012 10:15,0,285.547,29/05/2012 11:45,0,137.603
21/05/2012 10:45,0,351.541,29/05/2012 12:15,0,116.611
21/05/2012 11:15,0,650.033,29/05/2012 12:45,0,96.3267
21/05/2012 11:45,0,591.016,29/05/2012 13:15,0,84.7461
21/05/2012 12:15,0,568.04,29/05/2012 13:45,0,66.8074
21/05/2012 12:45,0,519.605,29/05/2012 14:15,0,50.6841
21/05/2012 13:15,0,577.885,29/05/2012 14:45,0,48.814
21/05/2012 13:45,0,636.093,29/05/2012 15:15,0,54.4381
21/05/2012 14:15,0,584.046,29/05/2012 15:45,0,61.0197
21/05/2012 14:45,0,535.157,29/05/2012 16:15,0,55.4616
21/05/2012 15:15,0,499.727,29/05/2012 16:45,0,83.2585
21/05/2012 15:45,0,435.573,29/05/2012 17:15,0,50.798
21/05/2012 16:15,0,364.824,29/05/2012 17:45,0,40.0335
21/05/2012 16:45,0,278.503,29/05/2012 18:15,0,32.5777
21/05/2012 17:15,0,204.283,29/05/2012 18:45,0,22.7375
21/05/2012 17:45,0,56.0427,29/05/2012 19:15,0,11.7324
21/05/2012 18:15,0,-46.7102,29/05/2012 19:45,0,7.25981
21/05/2012 18:45,0,-46.9436,29/05/2012 20:15,0,2.76381
21/05/2012 19:15,0,-52.7352,29/05/2012 20:45,0,0.72761
21/05/2012 19:45,0,-53.735,29/05/2012 21:15,0,0.01511
21/05/2012 20:15,0,-64.742,29/05/2012 21:45,0,-0.08008
21/05/2012 20:45,0,-69.6949,29/05/2012 22:15,0,-0.11937
21/05/2012 21:15,0,-67.5555,29/05/2012 22:45,0,-0.17223
21/05/2012 21:45,0,-64.9966,29/05/2012 23:15,0,-0.18736
21/05/2012 22:15,0,-64.3903,29/05/2012 23:45,0,-0.18131
21/05/2012 22:45,0,-64.3424,30/05/2012 00:15,0,-0.22208
21/05/2012 23:15,0,-64.3658,30/05/2012 00:45,0,-0.19795
21/05/2012 23:45,0,-63.3513,30/05/2012 01:15,0,-0.18888
22/05/2012 00:15,0,-58.4581,30/05/2012 01:45,0,-0.10729
22/05/2012 00:45,0,-51.5331,30/05/2012 02:15,0,-0.09821
22/05/2012 01:15,0,-54.2492,30/05/2012 02:45,0,-0.13751
22/05/2012 01:45,0,-46.0148,30/05/2012 03:15,0,0
22/05/2012 02:15,0,-15.5478,30/05/2012 03:45,0,0.99974
22/05/2012 02:45,0,-21.9574,30/05/2012 04:15,0,2.07632
22/05/2012 03:15,0,-1.88492,30/05/2012 04:45,0,6.61077
22/05/2012 03:45,0,0.40249,30/05/2012 05:15,0,16.6281
22/05/2012 04:15,0,4.55245,30/05/2012 05:45,0,29.5114
22/05/2012 04:45,0,8.87095,30/05/2012 06:15,0,35.7114
22/05/2012 05:15,0,28.9135,30/05/2012 06:45,0,50.8237
22/05/2012 05:45,0,46.2439,30/05/2012 07:15,0,69.691
22/05/2012 06:15,0,120.111,30/05/2012 07:45,0,91.2768
22/05/2012 06:45,0,158.613,30/05/2012 08:15,0,108.536
22/05/2012 07:15,0,279.176,30/05/2012 08:45,0,112.966
22/05/2012 07:45,0,321.478,30/05/2012 09:15,0,145.697
22/05/2012 08:15,0,352.994,30/05/2012 09:45,0,230.844
22/05/2012 08:45,0,429.345,30/05/2012 10:15,0,272.883
22/05/2012 09:15,0,453.89,30/05/2012 10:45,0,279.392
22/05/2012 09:45,0,526.441,30/05/2012 11:15,0,173.59
22/05/2012 10:15,0,529.229,30/05/2012 11:45,0,255.853
22/05/2012 10:45,0,596.569,30/05/2012 12:15,0,215.972
22/05/2012 11:15,0,570.014,30/05/2012 12:45,0,163.556
22/05/2012 11:45,0,507.98,30/05/2012 13:15,0,197.401
22/05/2012 12:15,0,614.733,30/05/2012 13:45,0,174.38
22/05/2012 12:45,0,534.881,30/05/2012 14:15,0,159.092
22/05/2012 13:15,0,663.836,30/05/2012 14:45,0,148.824
22/05/2012 13:45,0,647.615,30/05/2012 15:15,0,185.396
22/05/2012 14:15,0,592.496,30/05/2012 15:45,0,177.834
22/05/2012 14:45,0,386.15,30/05/2012 16:15,0,103.601
22/05/2012 15:15,0,417.498,30/05/2012 16:45,0,123.434
22/05/2012 15:45,0,370.637,30/05/2012 17:15,0,68.0794
22/05/2012 16:15,0,316.772,30/05/2012 17:45,0,63.1924
22/05/2012 16:45,0,105.574,30/05/2012 18:15,0,34.6214
22/05/2012 17:15,0,120.731,30/05/2012 18:45,0,31.5133
22/05/2012 17:45,0,90.3833,30/05/2012 19:15,0,19.9887
22/05/2012 18:15,0,44.0751,30/05/2012 19:45,0,8.80784
22/05/2012 18:45,0,6.82593,30/05/2012 20:15,0,5.80241
22/05/2012 19:15,0,-14.897,30/05/2012 20:45,0,1.64549
22/05/2012 19:45,0,-35.2552,30/05/2012 21:15,0,0.37128
22/05/2012 20:15,0,-54.103,30/05/2012 21:45,0,-0.07707
22/05/2012 20:45,0,-60.8004,30/05/2012 22:15,0,-0.08462
22/05/2012 21:15,0,-63.4651,30/05/2012 22:45,0,-0.16773
22/05/2012 21:45,0,-62.1345,30/05/2012 23:15,0,-0.14808
22/05/2012 22:15,0,-60.8309,30/05/2012 23:45,0,-0.13448
22/05/2012 22:45,0,-54.3077,31/05/2012 00:15,0,-0.16018
22/05/2012 23:15,0,-52.2391,31/05/2012 00:45,0,-0.13297
22/05/2012 23:45,0,-46.5307,31/05/2012 01:15,0,-0.1828
23/05/2012 00:15,0,-42.6774,31/05/2012 01:45,0,-0.12692
23/05/2012 00:45,0,-46.9732,31/05/2012 02:15,0,-0.10123
23/05/2012 01:15,0,-44.7302,31/05/2012 02:45,0,-0.08008
23/05/2012 01:45,0,-41.9334,31/05/2012 03:15,0,0.57064
23/05/2012 02:15,0,-41.9574,31/05/2012 03:45,0,2.52379
23/05/2012 02:45,0,-42.0828,31/05/2012 04:15,0,4.17228
23/05/2012 03:15,0,-46.0101,31/05/2012 04:45,0,4.40918
23/05/2012 03:45,0,-45.7927,31/05/2012 05:15,0,7.2576
23/05/2012 04:15,0,-31.5327,31/05/2012 05:45,0,15.886
23/05/2012 04:45,0,-4.97839,31/05/2012 06:15,0,23.7222
23/05/2012 05:15,0,35.7324,31/05/2012 06:45,0,38.1054
23/05/2012 05:45,0,51.8843,31/05/2012 07:15,0,65.9001
23/05/2012 06:15,0,136.222,31/05/2012 07:45,0,108.479
23/05/2012 06:45,0,213.088,31/05/2012 08:15,0,83.4252
23/05/2012 07:15,0,230.104,31/05/2012 08:45,0,73.1863
23/05/2012 07:45,0,296.329,31/05/2012 09:15,0,59.1571
23/05/2012 08:15,0,360.315,31/05/2012 09:45,0,73.4005
23/05/2012 08:45,0,424.957,31/05/2012 10:15,0,96.204
23/05/2012 09:15,0,478.37,31/05/2012 10:45,0,123.842
23/05/2012 09:45,0,524.264,31/05/2012 11:15,0,335.38
23/05/2012 10:15,0,580.058,31/05/2012 11:45,0,245.801
23/05/2012 10:45,0,600.848,31/05/2012 12:15,0,236.482
23/05/2012 11:15,0,622.339,31/05/2012 12:45,0,259.032
23/05/2012 11:45,0,631.717,31/05/2012 13:15,0,296.682
23/05/2012 12:15,0,645.537,31/05/2012 13:45,0,182.278
23/05/2012 12:45,0,623.367,31/05/2012 14:15,0,165.133
23/05/2012 13:15,0,616.095,31/05/2012 14:45,0,158.149
23/05/2012 13:45,0,583.814,31/05/2012 15:15,0,159.884
23/05/2012 14:15,0,546.708,31/05/2012 15:45,0,145.427
23/05/2012 14:45,0,521.868,31/05/2012 16:15,0,65.7841
23/05/2012 15:15,0,455.267,31/05/2012 16:45,0,70.6427
23/05/2012 15:45,0,361.347,31/05/2012 17:15,0,38.9863
23/05/2012 16:15,0,293.421,31/05/2012 17:45,0,47.0319
23/05/2012 16:45,0,247.788,31/05/2012 18:15,0,39.1251
23/05/2012 17:15,0,197.604,31/05/2012 18:45,0,26.256
23/05/2012 17:45,0,62.5721,31/05/2012 19:15,0,14.0289
23/05/2012 18:15,0,69.2364,31/05/2012 19:45,0,11.1443
23/05/2012 18:45,0,43.6079,31/05/2012 20:15,0,6.09966
23/05/2012 19:15,0,16.2896,31/05/2012 20:45,0,1.14566
23/05/2012 19:45,0,-31.5173,31/05/2012 21:15,0,0.08302
23/05/2012 20:15,0,-43.792,31/05/2012 21:45,0,-0.12843
23/05/2012 20:45,0,-37.5517,31/05/2012 22:15,0,-0.14198
23/05/2012 21:15,0,-54.3194,31/05/2012 22:45,0,-0.06497
23/05/2012 21:45,0,-33.3686,31/05/2012 23:15,0,-0.15559
23/05/2012 22:15,0,-23.8143,31/05/2012 23:45,0,-0.23413
23/05/2012 22:45,0,-20.8723,01/06/2012 00:15,0,-0.25689
23/05/2012 23:15,0,-26.872,01/06/2012 00:45,0,-0.25236
23/05/2012 23:45,0,-15.9454,01/06/2012 01:15,0,-0.2584
24/05/2012 00:15,0,-13.7561,01/06/2012 01:45,0,-0.28107
24/05/2012 00:45,0,-6.69494,01/06/2012 02:15,0,-0.27502
24/05/2012 01:15,0,-13.7451,01/06/2012 02:45,0,-0.272
24/05/2012 01:45,0,-17.8174,01/06/2012 03:15,0,0.16465
24/05/2012 02:15,0,-5.28176,01/06/2012 03:45,0,2.22872
24/05/2012 02:45,0,-3.0848,01/06/2012 04:15,0,10.8423
24/05/2012 03:15,0,-7.14502,01/06/2012 04:45,0,14.2782
24/05/2012 03:45,0,-7.5779,01/06/2012 05:15,0,35.4478
24/05/2012 04:15,0,-6.8777,01/06/2012 05:45,0,61.9948
24/05/2012 04:45,0,9.18311,01/06/2012 06:15,0,149.141
24/05/2012 05:15,0,26.9149,01/06/2012 06:45,0,166.572
24/05/2012 05:45,0,48.2965,01/06/2012 07:15,0,146.622
24/05/2012 06:15,0,52.0092,01/06/2012 07:45,0,202.207
24/05/2012 06:45,0,68.3865,01/06/2012 08:15,0,415.404
24/05/2012 07:15,0,118.956,01/06/2012 08:45,0,182.656
24/05/2012 07:45,0,133.709,01/06/2012 09:15,0,163.149
24/05/2012 08:15,0,122.734,01/06/2012 09:45,0,533.626
24/05/2012 08:45,0,143.715,01/06/2012 10:15,0,656.907
24/05/2012 09:15,0,209.325,01/06/2012 10:45,0,651.532
24/05/2012 09:45,0,227.487,01/06/2012 11:15,0,658.123
24/05/2012 10:15,0,312.473,01/06/2012 11:45,0,661.234
24/05/2012 10:45,0,404.741,01/06/2012 12:15,0,799.179
24/05/2012 11:15,0,459.517,01/06/2012 12:45,0,875.653
24/05/2012 11:45,0,545.949,01/06/2012 13:15,0,627.264
24/05/2012 12:15,0,521.188,01/06/2012 13:45,0,816.064
24/05/2012 12:45,0,568.381,01/06/2012 14:15,0,614.216
24/05/2012 13:15,0,500.628,01/06/2012 14:45,0,748.776
24/05/2012 13:45,0,564.524,01/06/2012 15:15,0,441.354
24/05/2012 14:15,0,493.362,01/06/2012 15:45,0,458.111
24/05/2012 14:45,0,508.399,01/06/2012 16:15,0,435.322
24/05/2012 15:15,0,441.866,01/06/2012 16:45,0,303.772
24/05/2012 15:45,0,401.158,01/06/2012 17:15,0,303.618
24/05/2012 16:15,0,311.972,01/06/2012 17:45,0,279.785
24/05/2012 16:45,0,222.683,01/06/2012 18:15,0,270.372
24/05/2012 17:15,0,171.958,01/06/2012 18:45,0,215.165
24/05/2012 17:45,0,85.374,01/06/2012 19:15,0,126.541
24/05/2012 18:15,0,17.3625,01/06/2012 19:45,0,44.8153
24/05/2012 18:45,0,-2.93364,01/06/2012 20:15,0,12.196
24/05/2012 19:15,0,-21.6621,01/06/2012 20:45,0,2.37553
24/05/2012 19:45,0,-34.5847,01/06/2012 21:15,0,0.03458
24/05/2012 20:15,0,-51.2088,01/06/2012 21:45,0,-0.27199
24/05/2012 20:45,0,-60.6339,01/06/2012 22:15,0,-0.28706
24/05/2012 21:15,0,-59.4721,01/06/2012 22:45,0,-0.31566
24/05/2012 21:45,0,-58.1069,01/06/2012 23:15,0,-0.42413
24/05/2012 22:15,0,-58.3149,01/06/2012 23:45,0,-0.5734
24/05/2012 22:45,0,-57.4937,02/06/2012 00:15,0,-0.78478
24/05/2012 23:15,0,-44.7926,02/06/2012 00:45,0,-0.81651
24/05/2012 23:45,0,-53.8928,02/06/2012 01:15,0,-0.59957
25/05/2012 00:15,0,-21.2184,02/06/2012 01:45,0,-0.53324
25/05/2012 00:45,0,-6.7457,02/06/2012 02:15,0,-0.50912
25/05/2012 01:15,0,-2.75677,02/06/2012 02:45,0,-0.50758
25/05/2012 01:45,0,-2.77753,02/06/2012 03:15,0,-0.01824
25/05/2012 02:15,0,-1.72449,02/06/2012 03:45,0,2.83876
25/05/2012 02:45,0,-1.42859,02/06/2012 04:15,0,15.3381
25/05/2012 03:15,0,-1.43596,02/06/2012 04:45,0,50.2429
25/05/2012 03:45,0,-0.47531,02/06/2012 05:15,0,82.7534
25/05/2012 04:15,0,4.19616,02/06/2012 05:45,0,93.6153
25/05/2012 04:45,0,13.972,02/06/2012 06:15,0,93.2053
25/05/2012 05:15,0,8.83588,02/06/2012 06:45,0,110.832
25/05/2012 05:45,0,17.5077,02/06/2012 07:15,0,161.796
25/05/2012 06:15,0,27.5185,02/06/2012 07:45,0,297.149
25/05/2012 06:45,0,43.8653,02/06/2012 08:15,0,525.389
25/05/2012 07:15,0,47.3427,02/06/2012 08:45,0,544.972
25/05/2012 07:45,0,106.992,02/06/2012 09:15,0,469.153
25/05/2012 08:15,0,190.173,02/06/2012 09:45,0,389.092
25/05/2012 08:45,0,420.595,02/06/2012 10:15,0,524.772
25/05/2012 09:15,0,475.356,02/06/2012 10:45,0,331.242
25/05/2012 09:45,0,526.447,02/06/2012 11:15,0,324.724
25/05/2012 10:15,0,577.904,02/06/2012 11:45,0,499.611
25/05/2012 10:45,0,608.081,02/06/2012 12:15,0,478.429
25/05/2012 11:15,0,627.409,02/06/2012 12:45,0,542.858
25/05/2012 11:45,0,642.308,02/06/2012 13:15,0,565.089
25/05/2012 12:15,0,647.762,02/06/2012 13:45,0,734.081
25/05/2012 12:45,0,639.737,02/06/2012 14:15,0,547.562
25/05/2012 13:15,0,624.84,02/06/2012 14:45,0,618.126
25/05/2012 13:45,0,602.45,02/06/2012 15:15,0,358.269
25/05/2012 14:45,0,533.3,02/06/2012 15:45,0,560.336
25/05/2012 15:15,0,481.493,02/06/2012 16:15,0,286.764
25/05/2012 15:45,0,432.17,02/06/2012 16:45,0,342.692
