Date/Time,  precip,  mean_Rn/Rs,Plot
17/05/2012 13:15,0.203,135.296,control
17/05/2012 13:45,0.203,172.929,control
17/05/2012 14:15,0.609,183.358,control
17/05/2012 14:45,0.203,185.653,control
17/05/2012 15:15,0.406,152.502,control
17/05/2012 15:45,0.203,128.253,control
17/05/2012 16:15,0.203,112.532,control
17/05/2012 16:45,0,66.8118,control
17/05/2012 17:15,0.203,47.132,control
17/05/2012 17:45,0.203,31.3364,control
17/05/2012 18:15,0.203,38.1566,control
17/05/2012 18:45,0,25.1648,control
17/05/2012 19:15,0.203,2.47591,control
17/05/2012 19:45,0,-7.08952,control
17/05/2012 20:15,0.203,-8.8398,control
17/05/2012 20:45,0.203,-14.6876,control
17/05/2012 21:15,0.203,-13.1017,control
17/05/2012 21:45,0.203,-13.0408,control
17/05/2012 22:15,0.609,-13.2814,control
17/05/2012 22:45,0.203,-12.4536,control
17/05/2012 23:15,0.203,-12.7109,control
17/05/2012 23:45,0,-13.3276,control
18/05/2012 00:15,0.203,-11.5259,control
18/05/2012 00:45,0.203,-11.7776,control
18/05/2012 01:15,0.203,-15.7377,control
18/05/2012 01:45,0.203,-13.4473,control
18/05/2012 02:15,0.203,-14.3994,control
18/05/2012 02:45,0,-10.7893,control
18/05/2012 03:15,0.203,-12.1836,control
18/05/2012 03:45,0.203,-11.506,control
18/05/2012 04:15,0,-5.20782,control
18/05/2012 04:45,0.203,2.31783,control
18/05/2012 05:15,0.203,15.053,control
18/05/2012 05:45,0,26.8898,control
18/05/2012 06:15,0.406,61.2962,control
18/05/2012 06:45,0,88.2112,control
18/05/2012 07:15,0,90.8764,control
18/05/2012 07:45,0.203,102.133,control
18/05/2012 08:15,0,95.8739,control
18/05/2012 08:45,0,120.771,control
18/05/2012 09:15,0.203,148.367,control
18/05/2012 09:45,0,111.514,control
18/05/2012 10:15,0.203,184.044,control
18/05/2012 10:45,0,285.004,control
18/05/2012 11:15,0,210.786,control
18/05/2012 11:45,0,296.567,control
18/05/2012 12:15,0,237.953,control
18/05/2012 12:45,0,161.185,control
18/05/2012 13:15,0,217.747,control
18/05/2012 13:45,0,144.239,control
18/05/2012 14:15,0,225.175,control
18/05/2012 14:45,0.203,172.402,control
18/05/2012 15:15,0,188.224,control
18/05/2012 15:45,0.406,134.589,control
18/05/2012 16:15,0.203,137.041,control
18/05/2012 16:45,0.203,66.8221,control
18/05/2012 17:15,0.203,46.5084,control
18/05/2012 17:45,0.609,36.4826,control
18/05/2012 18:15,0.406,15.818,control
18/05/2012 18:45,0,6.42371,control
18/05/2012 19:15,0.406,-6.04644,control
18/05/2012 19:45,0,-19.6928,control
18/05/2012 20:15,0,-45.9204,control
18/05/2012 20:45,0,-57.9434,control
18/05/2012 21:15,0,-55.0187,control
18/05/2012 21:45,0,-42.7081,control
18/05/2012 22:15,0,-59.535,control
18/05/2012 22:45,0,-70.2862,control
18/05/2012 23:15,0,-75.7646,control
18/05/2012 23:45,0,-82.4315,control
19/05/2012 00:15,0,-87.5073,control
19/05/2012 00:45,0,-68.7784,control
19/05/2012 01:15,0,-32.5277,control
19/05/2012 01:45,0,-42.5683,control
19/05/2012 02:15,0,-20.1195,control
19/05/2012 02:45,0,-15.9069,control
19/05/2012 03:15,0,-14.0334,control
19/05/2012 03:45,0,-21.3173,control
19/05/2012 04:15,0,-12.149,control
19/05/2012 04:45,0,-1.00585,control
19/05/2012 05:15,0,5.7351,control
19/05/2012 05:45,0,50.9852,control
19/05/2012 06:15,0,91.5499,control
19/05/2012 06:45,0,146.144,control
19/05/2012 07:15,0,158.395,control
19/05/2012 07:45,0,153.874,control
19/05/2012 08:15,0,185.501,control
19/05/2012 08:45,0,240.057,control
19/05/2012 09:15,0,160.886,control
19/05/2012 09:45,0,158.563,control
19/05/2012 10:15,0,165.042,control
19/05/2012 10:45,0,143.473,control
19/05/2012 11:15,0,129.873,control
19/05/2012 11:45,0,211.211,control
19/05/2012 12:15,0,220.172,control
19/05/2012 12:45,0,244.842,control
19/05/2012 13:15,0,186.755,control
19/05/2012 13:45,0,212.79,control
19/05/2012 14:15,0,281.26,control
19/05/2012 14:45,0,238.282,control
19/05/2012 15:15,0,227.965,control
19/05/2012 15:45,0,190.707,control
19/05/2012 16:15,0,185.151,control
19/05/2012 16:45,0,165.076,control
19/05/2012 17:15,0,113.683,control
19/05/2012 17:45,0,81.9438,control
19/05/2012 18:15,0,54.3797,control
19/05/2012 18:45,0,37.7749,control
19/05/2012 19:15,0,10.3532,control
19/05/2012 19:45,0,-12.0869,control
19/05/2012 20:15,0,-23.1405,control
19/05/2012 20:45,0,-16.767,control
19/05/2012 21:15,0,-19.0031,control
19/05/2012 21:45,0,-12.991,control
19/05/2012 22:15,0,-12.1771,control
19/05/2012 22:45,0,-10.7281,control
19/05/2012 23:15,0,-9.13493,control
19/05/2012 23:45,0,-8.73652,control
20/05/2012 00:15,0,-11.997,control
20/05/2012 00:45,0,-14.9938,control
20/05/2012 01:15,0,-29.0147,control
20/05/2012 01:45,0,-65.0883,control
20/05/2012 02:15,0,-66.0881,control
20/05/2012 02:45,0,-67.2628,control
20/05/2012 03:15,0,-64.8005,control
20/05/2012 03:45,0,-60.7174,control
20/05/2012 04:15,0,-46.9493,control
20/05/2012 04:45,0,-28.1092,control
20/05/2012 05:15,0,12.3138,control
20/05/2012 05:45,0,52.6258,control
20/05/2012 06:15,0,71.629,control
20/05/2012 06:45,0,120.319,control
20/05/2012 07:15,0,159.776,control
20/05/2012 07:45,0,221.374,control
20/05/2012 08:15,0,215.886,control
20/05/2012 08:45,0,375.129,control
20/05/2012 09:15,0,465.352,control
20/05/2012 09:45,0,540.274,control
20/05/2012 10:15,0,585.049,control
20/05/2012 10:45,0,608.898,control
20/05/2012 11:15,0,652.813,control
20/05/2012 11:45,0,622.046,control
20/05/2012 12:15,0,620.329,control
20/05/2012 12:45,0,628.656,control
20/05/2012 13:15,0,630.911,control
20/05/2012 13:45,0,551.685,control
20/05/2012 14:15,0,578.231,control
20/05/2012 14:45,0,551.938,control
20/05/2012 15:15,0,475.064,control
20/05/2012 15:45,0,405.668,control
20/05/2012 16:15,0,351.961,control
20/05/2012 16:45,0,209.145,control
20/05/2012 17:15,0,235.958,control
20/05/2012 17:45,0,92.9872,control
20/05/2012 18:15,0,48.7625,control
20/05/2012 18:45,0,34.3742,control
20/05/2012 19:15,0,8.4003,control
20/05/2012 19:45,0,-15.9847,control
20/05/2012 20:15,0,-26.0651,control
20/05/2012 20:45,0,-40.701,control
20/05/2012 21:15,0,-23.8409,control
20/05/2012 21:45,0,-13.6179,control
20/05/2012 22:15,0,-15.0849,control
20/05/2012 22:45,0,-12.5979,control
20/05/2012 23:15,0,-19.0179,control
20/05/2012 23:45,0,-13.7177,control
21/05/2012 00:15,0,-10.1335,control
21/05/2012 00:45,0,-8.66841,control
21/05/2012 01:15,0,-8.00359,control
21/05/2012 01:45,0,-8.4,control
21/05/2012 02:15,0,-9.08249,control
21/05/2012 02:45,0,-9.46327,control
21/05/2012 03:15,0,-9.23069,control
21/05/2012 03:45,0,-7.28367,control
21/05/2012 04:15,0,-2.66387,control
21/05/2012 04:45,0,7.486,control
21/05/2012 05:15,0,17.7859,control
21/05/2012 05:45,0,32.7022,control
21/05/2012 06:15,0,66.275,control
21/05/2012 06:45,0,97.1488,control
21/05/2012 07:15,0,140.525,control
21/05/2012 07:45,0,197.88,control
21/05/2012 08:15,0,316.062,control
21/05/2012 08:45,0,439.419,control
21/05/2012 09:15,0,501.621,control
21/05/2012 09:45,0,577.009,control
21/05/2012 10:15,0,285.547,control
21/05/2012 10:45,0,351.541,control
21/05/2012 11:15,0,650.033,control
21/05/2012 11:45,0,591.016,control
21/05/2012 12:15,0,568.04,control
21/05/2012 12:45,0,519.605,control
21/05/2012 13:15,0,577.885,control
21/05/2012 13:45,0,636.093,control
21/05/2012 14:15,0,584.046,control
21/05/2012 14:45,0,535.157,control
21/05/2012 15:15,0,499.727,control
21/05/2012 15:45,0,435.573,control
21/05/2012 16:15,0,364.824,control
21/05/2012 16:45,0,278.503,control
21/05/2012 17:15,0,204.283,control
21/05/2012 17:45,0,56.0427,control
21/05/2012 18:15,0,-46.7102,control
21/05/2012 18:45,0,-46.9436,control
21/05/2012 19:15,0,-52.7352,control
21/05/2012 19:45,0,-53.735,control
21/05/2012 20:15,0,-64.742,control
21/05/2012 20:45,0,-69.6949,control
21/05/2012 21:15,0,-67.5555,control
21/05/2012 21:45,0,-64.9966,control
21/05/2012 22:15,0,-64.3903,control
21/05/2012 22:45,0,-64.3424,control
21/05/2012 23:15,0,-64.3658,control
21/05/2012 23:45,0,-63.3513,control
22/05/2012 00:15,0,-58.4581,control
22/05/2012 00:45,0,-51.5331,control
22/05/2012 01:15,0,-54.2492,control
22/05/2012 01:45,0,-46.0148,control
22/05/2012 02:15,0,-15.5478,control
22/05/2012 02:45,0,-21.9574,control
22/05/2012 03:15,0,-1.88492,control
22/05/2012 03:45,0,0.40249,control
22/05/2012 04:15,0,4.55245,control
22/05/2012 04:45,0,8.87095,control
22/05/2012 05:15,0,28.9135,control
22/05/2012 05:45,0,46.2439,control
22/05/2012 06:15,0,120.111,control
22/05/2012 06:45,0,158.613,control
22/05/2012 07:15,0,279.176,control
22/05/2012 07:45,0,321.478,control
22/05/2012 08:15,0,352.994,control
22/05/2012 08:45,0,429.345,control
22/05/2012 09:15,0,453.89,control
22/05/2012 09:45,0,526.441,control
22/05/2012 10:15,0,529.229,control
22/05/2012 10:45,0,596.569,control
22/05/2012 11:15,0,570.014,control
22/05/2012 11:45,0,507.98,control
22/05/2012 12:15,0,614.733,control
22/05/2012 12:45,0,534.881,control
22/05/2012 13:15,0,663.836,control
22/05/2012 13:45,0,647.615,control
22/05/2012 14:15,0,592.496,control
22/05/2012 14:45,0,386.15,control
22/05/2012 15:15,0,417.498,control
22/05/2012 15:45,0,370.637,control
22/05/2012 16:15,0,316.772,control
22/05/2012 16:45,0,105.574,control
22/05/2012 17:15,0,120.731,control
22/05/2012 17:45,0,90.3833,control
22/05/2012 18:15,0,44.0751,control
22/05/2012 18:45,0,6.82593,control
22/05/2012 19:15,0,-14.897,control
22/05/2012 19:45,0,-35.2552,control
22/05/2012 20:15,0,-54.103,control
22/05/2012 20:45,0,-60.8004,control
22/05/2012 21:15,0,-63.4651,control
22/05/2012 21:45,0,-62.1345,control
22/05/2012 22:15,0,-60.8309,control
22/05/2012 22:45,0,-54.3077,control
22/05/2012 23:15,0,-52.2391,control
22/05/2012 23:45,0,-46.5307,control
23/05/2012 00:15,0,-42.6774,control
23/05/2012 00:45,0,-46.9732,control
23/05/2012 01:15,0,-44.7302,control
23/05/2012 01:45,0,-41.9334,control
23/05/2012 02:15,0,-41.9574,control
23/05/2012 02:45,0,-42.0828,control
23/05/2012 03:15,0,-46.0101,control
23/05/2012 03:45,0,-45.7927,control
23/05/2012 04:15,0,-31.5327,control
23/05/2012 04:45,0,-4.97839,control
23/05/2012 05:15,0,35.7324,control
23/05/2012 05:45,0,51.8843,control
23/05/2012 06:15,0,136.222,control
23/05/2012 06:45,0,213.088,control
23/05/2012 07:15,0,230.104,control
23/05/2012 07:45,0,296.329,control
23/05/2012 08:15,0,360.315,control
23/05/2012 08:45,0,424.957,control
23/05/2012 09:15,0,478.37,control
23/05/2012 09:45,0,524.264,control
23/05/2012 10:15,0,580.058,control
23/05/2012 10:45,0,600.848,control
23/05/2012 11:15,0,622.339,control
23/05/2012 11:45,0,631.717,control
23/05/2012 12:15,0,645.537,control
23/05/2012 12:45,0,623.367,control
23/05/2012 13:15,0,616.095,control
23/05/2012 13:45,0,583.814,control
23/05/2012 14:15,0,546.708,control
23/05/2012 14:45,0,521.868,control
23/05/2012 15:15,0,455.267,control
23/05/2012 15:45,0,361.347,control
23/05/2012 16:15,0,293.421,control
23/05/2012 16:45,0,247.788,control
23/05/2012 17:15,0,197.604,control
23/05/2012 17:45,0,62.5721,control
23/05/2012 18:15,0,69.2364,control
23/05/2012 18:45,0,43.6079,control
23/05/2012 19:15,0,16.2896,control
23/05/2012 19:45,0,-31.5173,control
23/05/2012 20:15,0,-43.792,control
23/05/2012 20:45,0,-37.5517,control
23/05/2012 21:15,0,-54.3194,control
23/05/2012 21:45,0,-33.3686,control
23/05/2012 22:15,0,-23.8143,control
23/05/2012 22:45,0,-20.8723,control
23/05/2012 23:15,0,-26.872,control
23/05/2012 23:45,0,-15.9454,control
24/05/2012 00:15,0,-13.7561,control
24/05/2012 00:45,0,-6.69494,control
24/05/2012 01:15,0,-13.7451,control
24/05/2012 01:45,0,-17.8174,control
24/05/2012 02:15,0,-5.28176,control
24/05/2012 02:45,0,-3.0848,control
24/05/2012 03:15,0,-7.14502,control
24/05/2012 03:45,0,-7.5779,control
24/05/2012 04:15,0,-6.8777,control
24/05/2012 04:45,0,9.18311,control
24/05/2012 05:15,0,26.9149,control
24/05/2012 05:45,0,48.2965,control
24/05/2012 06:15,0,52.0092,control
24/05/2012 06:45,0,68.3865,control
24/05/2012 07:15,0,118.956,control
24/05/2012 07:45,0,133.709,control
24/05/2012 08:15,0,122.734,control
24/05/2012 08:45,0,143.715,control
24/05/2012 09:15,0,209.325,control
24/05/2012 09:45,0,227.487,control
24/05/2012 10:15,0,312.473,control
24/05/2012 10:45,0,404.741,control
24/05/2012 11:15,0,459.517,control
24/05/2012 11:45,0,545.949,control
24/05/2012 12:15,0,521.188,control
24/05/2012 12:45,0,568.381,control
24/05/2012 13:15,0,500.628,control
24/05/2012 13:45,0,564.524,control
24/05/2012 14:15,0,493.362,control
24/05/2012 14:45,0,508.399,control
24/05/2012 15:15,0,441.866,control
24/05/2012 15:45,0,401.158,control
24/05/2012 16:15,0,311.972,control
24/05/2012 16:45,0,222.683,control
24/05/2012 17:15,0,171.958,control
24/05/2012 17:45,0,85.374,control
24/05/2012 18:15,0,17.3625,control
24/05/2012 18:45,0,-2.93364,control
24/05/2012 19:15,0,-21.6621,control
24/05/2012 19:45,0,-34.5847,control
24/05/2012 20:15,0,-51.2088,control
24/05/2012 20:45,0,-60.6339,control
24/05/2012 21:15,0,-59.4721,control
24/05/2012 21:45,0,-58.1069,control
24/05/2012 22:15,0,-58.3149,control
24/05/2012 22:45,0,-57.4937,control
24/05/2012 23:15,0,-44.7926,control
24/05/2012 23:45,0,-53.8928,control
25/05/2012 00:15,0,-21.2184,control
25/05/2012 00:45,0,-6.7457,control
25/05/2012 01:15,0,-2.75677,control
25/05/2012 01:45,0,-2.77753,control
25/05/2012 02:15,0,-1.72449,control
25/05/2012 02:45,0,-1.42859,control
25/05/2012 03:15,0,-1.43596,control
25/05/2012 03:45,0,-0.47531,control
25/05/2012 04:15,0,4.19616,control
25/05/2012 04:45,0,13.972,control
25/05/2012 05:15,0,8.83588,control
25/05/2012 05:45,0,17.5077,control
25/05/2012 06:15,0,27.5185,control
25/05/2012 06:45,0,43.8653,control
25/05/2012 07:15,0,47.3427,control
25/05/2012 07:45,0,106.992,control
25/05/2012 08:15,0,190.173,control
25/05/2012 08:45,0,420.595,control
25/05/2012 09:15,0,475.356,control
25/05/2012 09:45,0,526.447,control
25/05/2012 10:15,0,577.904,control
25/05/2012 10:45,0,608.081,control
25/05/2012 11:15,0,627.409,control
25/05/2012 11:45,0,642.308,control
25/05/2012 12:15,0,647.762,control
25/05/2012 12:45,0,639.737,control
25/05/2012 13:15,0,624.84,control
25/05/2012 13:45,0,602.45,control
25/05/2012 14:45,0,533.3,control
25/05/2012 15:15,0,481.493,control
25/05/2012 15:45,0,432.17,control
25/05/2012 16:15,0,358.794,control
25/05/2012 16:45,0,279.059,control
25/05/2012 17:15,0,197.482,control
25/05/2012 17:45,0,34.6106,control
25/05/2012 18:15,0,-57.4695,control
25/05/2012 18:45,0,-81.4642,control
25/05/2012 19:15,0,-71.5175,control
25/05/2012 19:45,0,-60.6539,control
25/05/2012 20:15,0,-71.4743,control
25/05/2012 20:45,0,-77.4873,control
25/05/2012 21:15,0,-77.4865,control
25/05/2012 21:45,0,-75.5626,control
25/05/2012 22:15,0,-74.7137,control
25/05/2012 22:45,0,-71.7285,control
25/05/2012 23:15,0,-70.6793,control
25/05/2012 23:45,0,-70.1174,control
26/05/2012 00:15,0,-66.2023,control
26/05/2012 00:45,0,-64.7597,control
26/05/2012 01:15,0,-62.4304,control
26/05/2012 01:45,0,-61.7112,control
26/05/2012 02:15,0,-61.8375,control
26/05/2012 02:45,0,-62.4603,control
26/05/2012 03:15,0,-59.3781,control
26/05/2012 03:45,0,-55.899,control
26/05/2012 04:15,0,-47.3992,control
26/05/2012 04:45,0,-19.7122,control
26/05/2012 05:15,0,26.6797,control
26/05/2012 05:45,0,70.4971,control
26/05/2012 06:15,0,122.645,control
26/05/2012 06:45,0,166.156,control
26/05/2012 07:15,0,227.719,control
26/05/2012 07:45,0,295.474,control
26/05/2012 08:15,0,366.132,control
26/05/2012 08:45,0,423.156,control
26/05/2012 09:15,0,474.228,control
26/05/2012 09:45,0,524.193,control
26/05/2012 10:15,0,564.427,control
26/05/2012 10:45,0,593.404,control
26/05/2012 11:15,0,602.547,control
26/05/2012 11:45,0,628.9,control
26/05/2012 12:15,0,626.753,control
26/05/2012 12:45,0,633.664,control
26/05/2012 13:15,0,612.318,control
26/05/2012 13:45,0,598.508,control
26/05/2012 14:15,0,560.941,control
26/05/2012 14:45,0,527.322,control
26/05/2012 15:15,0,485.422,control
26/05/2012 15:45,0,428.391,control
26/05/2012 16:15,0,358.06,control
26/05/2012 16:45,0,280.357,control
26/05/2012 17:15,0,198.601,control
26/05/2012 17:45,0,34.8866,control
26/05/2012 18:15,0,-40.8515,control
26/05/2012 18:45,0,-79.9962,control
26/05/2012 19:15,0,-72.919,control
26/05/2012 19:45,0,-65.0158,control
26/05/2012 20:15,0,-75.7008,control
26/05/2012 20:45,0,-84.8685,control
26/05/2012 21:15,0,-87.4394,control
26/05/2012 21:45,0,-76.5179,control
26/05/2012 22:15,0,-81.5154,control
26/05/2012 22:45,0,-81.9541,control
26/05/2012 23:15,0,-68.8365,control
26/05/2012 23:45,0,-63.6134,control
27/05/2012 00:15,0,-62.6597,control
27/05/2012 00:45,0,-61.3734,control
27/05/2012 01:15,0,-63.6226,control
27/05/2012 01:45,0,-67.1098,control
27/05/2012 02:15,0,-67.5318,control
27/05/2012 02:45,0,-63.5917,control
27/05/2012 03:15,0,-62.8354,control
27/05/2012 03:45,0,-53.5701,control
27/05/2012 04:15,0,-44.958,control
27/05/2012 04:45,0,-22.6248,control
27/05/2012 05:15,0,31.3594,control
27/05/2012 05:45,0,61.7705,control
27/05/2012 06:15,0,119.773,control
27/05/2012 06:45,0,175.387,control
27/05/2012 07:15,0,237.329,control
27/05/2012 07:45,0,298.563,control
27/05/2012 08:15,0,364.856,control
27/05/2012 08:45,0,416.765,control
27/05/2012 09:15,0,468.202,control
27/05/2012 09:45,0,509.154,control
27/05/2012 10:15,0,549.542,control
27/05/2012 10:45,0,584.705,control
27/05/2012 11:15,0,598.594,control
27/05/2012 11:45,0,628.2,control
27/05/2012 12:15,0,620.66,control
27/05/2012 12:45,0,630.211,control
27/05/2012 13:15,0,621.476,control
27/05/2012 13:45,0,584.882,control
27/05/2012 14:15,0,567.105,control
27/05/2012 14:45,0,522.897,control
27/05/2012 15:15,0,480.61,control
27/05/2012 15:45,0,419.184,control
27/05/2012 16:15,0,349.733,control
27/05/2012 16:45,0,271.874,control
27/05/2012 17:15,0,199.824,control
27/05/2012 17:45,0,34.2269,control
27/05/2012 18:15,0,-24.5648,control
27/05/2012 18:45,0,-73.8043,control
27/05/2012 19:15,0,-65.9768,control
27/05/2012 19:45,0,-56.7964,control
27/05/2012 20:15,0,-66.2712,control
27/05/2012 20:45,0,-51.6633,control
27/05/2012 21:15,0,-34.1825,control
27/05/2012 21:45,0,-58.0039,control
27/05/2012 22:15,0,-62.0843,control
27/05/2012 22:45,0,-60.2561,control
27/05/2012 23:15,0,-60.1194,control
27/05/2012 23:45,0,-48.4109,control
28/05/2012 00:15,0,-31.4825,control
28/05/2012 00:45,0,-55.5675,control
28/05/2012 01:15,0,-55.6448,control
28/05/2012 01:45,0,-49.4486,control
28/05/2012 02:15,0,-52.8835,control
28/05/2012 02:45,0,-58.9789,control
28/05/2012 03:15,0,-55.5183,control
28/05/2012 03:45,0,-49.568,control
28/05/2012 04:15,0,-39.2488,control
28/05/2012 04:45,0,-9.80461,control
28/05/2012 05:15,0,35.4979,control
28/05/2012 05:45,0,77.1219,control
28/05/2012 06:15,0,124.218,control
28/05/2012 06:45,0,176.734,control
28/05/2012 07:15,0,236.922,control
28/05/2012 07:45,0,294.416,control
28/05/2012 08:15,0,356.844,control
28/05/2012 08:45,0,405.593,control
28/05/2012 09:15,0,466.806,control
28/05/2012 09:45,0,511.649,control
28/05/2012 10:15,0,561.902,control
28/05/2012 10:45,0,592.152,control
28/05/2012 11:15,0,622.157,control
28/05/2012 11:45,0,623.861,control
28/05/2012 12:15,0,628.153,control
28/05/2012 12:45,0,623.122,control
28/05/2012 13:15,0,578.942,control
28/05/2012 13:45,0,569.054,control
28/05/2012 14:15,0,346.904,control
28/05/2012 14:45,0,192.441,control
28/05/2012 15:15,0,464.897,control
28/05/2012 15:45,0,263.388,control
28/05/2012 16:15,0,96.9523,control
28/05/2012 16:45,0,110.527,control
28/05/2012 17:15,0,132.978,control
28/05/2012 17:45,0,82.3841,control
28/05/2012 18:15,0,36.5907,control
28/05/2012 18:45,0,3.59958,control
28/05/2012 19:15,0,8.73599,control
28/05/2012 19:45,0,10.3674,control
28/05/2012 20:15,0,0.38565,control
28/05/2012 20:45,0,-3.85832,control
28/05/2012 21:15,0,-6.34927,control
28/05/2012 21:45,0,-7.33307,control
28/05/2012 22:15,0,-7.23088,control
28/05/2012 22:45,0,-6.76027,control
28/05/2012 23:15,0,-5.01866,control
28/05/2012 23:45,0,-4.40083,control
29/05/2012 00:15,0.203,-3.73719,control
29/05/2012 00:45,0,-3.41646,control
29/05/2012 01:15,0,-2.86777,control
29/05/2012 01:45,0.203,-2.25966,control
29/05/2012 02:15,0,-2.03934,control
29/05/2012 02:45,0,-1.8733,control
29/05/2012 03:15,0,-1.74742,control
29/05/2012 03:45,0,-0.02141,control
29/05/2012 04:15,0,3.39019,control
29/05/2012 04:45,0,9.44898,control
29/05/2012 05:15,0,21.3686,control
29/05/2012 05:45,0,27.1101,control
29/05/2012 06:15,0,32.929,control
29/05/2012 06:45,0,40.4284,control
29/05/2012 07:15,0,56.8806,control
29/05/2012 07:45,0,64.4251,control
29/05/2012 08:15,0,75.7859,control
29/05/2012 08:45,0,75.5171,control
29/05/2012 09:15,0,87.0541,control
29/05/2012 09:45,0,94.3191,control
29/05/2012 10:15,0,102.186,control
29/05/2012 10:45,0,99.2004,control
29/05/2012 11:15,0,92.0465,control
29/05/2012 11:45,0,84.0976,control
29/05/2012 12:15,0,66.544,control
29/05/2012 12:45,0,53.2478,control
29/05/2012 13:15,0,45.1911,control
29/05/2012 13:45,0,36.0728,control
29/05/2012 14:15,0,28.8069,control
29/05/2012 14:45,0,30.0224,control
29/05/2012 15:15,0,36.5495,control
29/05/2012 15:45,0.203,40.3813,control
29/05/2012 16:15,0.203,30.1556,control
29/05/2012 16:45,0,54.0857,control
29/05/2012 17:15,0,30.5355,control
29/05/2012 17:45,0,24.9053,control
29/05/2012 18:15,0,20.8786,control
29/05/2012 18:45,0,13.3595,control
29/05/2012 19:15,0,5.80605,control
29/05/2012 19:45,0,3.48198,control
29/05/2012 20:15,0,0.23502,control
29/05/2012 20:45,0,-1.52969,control
29/05/2012 21:15,0.203,-2.26164,control
29/05/2012 21:45,0,-2.71261,control
29/05/2012 22:15,0,-3.00894,control
29/05/2012 22:45,0,-3.53407,control
29/05/2012 23:15,0.203,-4.1197,control
29/05/2012 23:45,0,-4.04141,control
30/05/2012 00:15,0,-3.77823,control
30/05/2012 00:45,0,-3.77821,control
30/05/2012 01:15,0,-4.04005,control
30/05/2012 01:45,0.203,-3.7981,control
30/05/2012 02:15,0,-4.17809,control
30/05/2012 02:45,0,-4.1514,control
30/05/2012 03:15,0.203,-3.706,control
30/05/2012 03:45,0.203,-2.97758,control
30/05/2012 04:15,0,-1.61776,control
30/05/2012 04:45,0.203,2.06998,control
30/05/2012 05:15,0,8.46001,control
30/05/2012 05:45,0,18.8243,control
30/05/2012 06:15,0,24.1791,control
30/05/2012 06:45,0.203,31.2461,control
30/05/2012 07:15,0,45.3484,control
30/05/2012 07:45,0,57.0684,control
30/05/2012 08:15,0.203,70.4777,control
30/05/2012 08:45,0,75.4858,control
30/05/2012 09:15,0,90.5849,control
30/05/2012 09:45,0,139.39,control
30/05/2012 10:15,0,145.721,control
30/05/2012 10:45,0,149.581,control
30/05/2012 11:15,0,100.752,control
30/05/2012 11:45,0,172.084,control
30/05/2012 12:15,0,143.445,control
30/05/2012 12:45,0,105.371,control
30/05/2012 13:15,0,124.86,control
30/05/2012 13:45,0,110.743,control
30/05/2012 14:15,0,101.212,control
30/05/2012 14:45,0,89.6054,control
30/05/2012 15:15,0,116.919,control
30/05/2012 15:45,0,109.087,control
30/05/2012 16:15,0,72.5771,control
30/05/2012 16:45,0,92.0706,control
30/05/2012 17:15,0,47.0295,control
30/05/2012 17:45,0,42.2009,control
30/05/2012 18:15,0,21.7431,control
30/05/2012 18:45,0,20.4403,control
30/05/2012 19:15,0,11.5371,control
30/05/2012 19:45,0,4.0327,control
30/05/2012 20:15,0,2.12758,control
30/05/2012 20:45,0,-0.80746,control
30/05/2012 21:15,0,-2.38627,control
30/05/2012 21:45,0,-3.47519,control
30/05/2012 22:15,0,-2.62321,control
30/05/2012 22:45,0.203,-2.96009,control
30/05/2012 23:15,0,-2.91544,control
30/05/2012 23:45,0,-3.18409,control
31/05/2012 00:15,0,-4.92695,control
31/05/2012 00:45,0,-3.98736,control
31/05/2012 01:15,0,-4.69064,control
31/05/2012 01:45,0,-4.04279,control
31/05/2012 02:15,0,-3.13915,control
31/05/2012 02:45,0,-2.76861,control
31/05/2012 03:15,0,-1.22292,control
31/05/2012 03:45,0.203,-0.03347,control
31/05/2012 04:15,0.203,0.76942,control
31/05/2012 04:45,1.218,-0.27394,control
31/05/2012 05:15,3.045,0.68522,control
31/05/2012 05:45,2.233,5.11348,control
31/05/2012 06:15,1.218,12.5943,control
31/05/2012 06:45,0.812,22.8608,control
31/05/2012 07:15,0.609,39.9823,control
31/05/2012 07:45,0.203,67.2753,control
31/05/2012 08:15,0.203,51.018,control
31/05/2012 08:45,0.406,44.5557,control
31/05/2012 09:15,0.812,35.6486,control
31/05/2012 09:45,1.015,47.4913,control
31/05/2012 10:15,1.421,56.6989,control
31/05/2012 10:45,2.233,75.4439,control
31/05/2012 11:15,0.203,215.395,control
31/05/2012 11:45,0,131.473,control
31/05/2012 12:15,0,123.839,control
31/05/2012 12:45,0,156.966,control
31/05/2012 13:15,0,210.346,control
31/05/2012 13:45,0,114.725,control
31/05/2012 14:15,0,100.689,control
31/05/2012 14:45,0.203,85.1863,control
31/05/2012 15:15,0.203,101.073,control
31/05/2012 15:45,0,83.4931,control
31/05/2012 16:15,0.812,32.8122,control
31/05/2012 16:45,0.203,37.5292,control
31/05/2012 17:15,1.421,18.1378,control
31/05/2012 17:45,0.812,15.0191,control
31/05/2012 18:15,0.203,9.80332,control
31/05/2012 18:45,0,4.3196,control
31/05/2012 19:15,0.203,-1.17673,control
31/05/2012 19:45,0.203,-2.05749,control
31/05/2012 20:15,0.203,-6.47536,control
31/05/2012 20:45,0,-6.67413,control
31/05/2012 21:15,0,-9.50097,control
31/05/2012 21:45,0,-10.5841,control
31/05/2012 22:15,0,-5.25637,control
31/05/2012 22:45,0,-4.95037,control
