"dates"	"x"	"RF.NO3.MEAN"	"RF.NH4.MEAN"	"SF.NO3.mean"	"SF.NH4.mean"	"SFC.NO3.mean"	"SFC.NH4.mean"	"SFT.NO3.mean"	"SFT.NH4.mean"	"TF.NO3.mean"	"TF.NH4.mean"	"TFC.NO3.mean"	"TFC.NH4.mean"	"TFT.NO3.mean"	"TFT.NH4.mean"
"2013-05-23"	"23/05/2013"	35	0.321474198601507	0.3938027392504	1.98340106385418	4.34890568319132	3.44138886141381	1.98977930600865	0.474785408764739	8.1218929078714	48.1964661715209	49.0430235538391	59.9274045985077	37.9291060148887	37.7689653475327	58.9220613662396
"2013-06-20"	"20/06/2013"	28	0.671731669972717	0.438598319767772	1.85748296386103	16.4564834486931	3.45828641621047	18.527542725526	0.375639725804237	11.7932769885855	45.6426450577294	36.6275995312398	55.124557418635	41.9016616465082	36.1607326968237	31.3535374159714
"2013-07-28"	"28/07/2013"	38	0.480627156871237	0.635854157048473	NA	NA	NA	NA	NA	NA	38.5895547843592	205.678275250246	51.2730005645904	175.201156308974	25.906109004128	236.155394191518
"2013-08-22"	"22/08/2013"	25	0.304503674640007	0.640062961058494	0.249724271225223	20.7531800670696	0.154037948125253	25.3486120364943	0.442390105189524	7.31607765969113	6.79423771462361	115.008409590247	9.49987243705318	39.0716522406976	4.08860299219403	190.945166939797
"2013-10-03"	"03/10/2013"	42	0.714953008217993	1.41626524384459	2.26069743224789	10.4690413707513	2.38990882096398	9.70201381834768	1.9684428635468	13.4541754075725	NA	NA	NA	NA	NA	NA
"2013-11-13"	"13/11/2013"	41	0.0719980594133638	0.761897793066851	2.55738712955148	20.9664664456818	2.26788139564627	26.2179835399846	3.85875513448677	13.7963678723345	54.0041085410808	82.9528775247335	43.7212517350805	72.5643534433193	64.2869653470811	93.3414016061477
"2014-01-24"	"24/01/2014"	72	0.77120965524703	0.223210217455723	11.7501875945555	6.94719793431565	16.0398166370577	8.60442114575536	3.96909568877419	3.27322168790588	281.582004594826	84.1626890928543	336.700330524397	79.2483164892542	226.463678665256	89.0770616964543
"2014-02-27"	"27/02/2014"	34	4.49882985957821	1.26186168060047	21.4053530951479	4.57409020684434	29.5158327962754	5.62008813759044	3.36276714878356	1.74280507418823	566.049446938283	98.9147977368329	602.287008192236	85.8603469454997	529.81188568433	111.969248528166
"2014-03-27"	"27/03/2014"	28	1.28460961934249	0.399140776168386	5.45094222015526	5.83478311438987	6.10366380691346	5.49431906185922	0.458339091698168	5.04676395375109	107.693767861433	30.3167831767459	135.274202605068	28.5427239766232	80.1133331177979	32.0908423768686
"2014-04-24"	"24/04/2014"	28	12.0110607324005	1.26371751669657	55.712485602858	4.72540669248201	73.5055310888451	5.05243508461288	23.6557736218499	3.57687321023553	1180.48514486097	234.747415567308	1164.21499861797	193.769331815157	1196.75529110397	275.725499319458
"2014-05-21"	"21/05/2014"	27	7.07556858022478	2.55886732774477	33.9758225773634	9.4834226522644	45.4643325928701	9.63154076609207	10.6961109605788	7.96147572261397	604.121712217613	153.085445761348	602.943606223231	105.527954026787	605.299818211996	200.642937495909
"2014-06-20"	"20/06/2014"	30	2.47534268681015	1.2517177220626	4.02362534651651	92.0301948689492	5.79183284175026	19.1615252158724	2.28635353119043	213.308819124737	83.479683342533	265.752084752254	134.81594914964	154.358813443357	32.1434175354263	377.145356061152
"2014-07-24"	"24/07/2014"	34	1.25500376275772	0.917964477100822	-1.76106847228953	8.43964277425677	2.86042524949719	10.6957182388665	-5.23602344053504	8.75931810970728	72.2746761562618	158.877201919192	117.796827733332	82.8651557361339	21.0622556320576	244.390753875133
"2014-08-21"	"21/08/2014"	28	2.62105994462955	2.27577902516964	14.4446752802196	15.2825953401589	17.2530168005217	13.8035998372951	10.5804542515306	15.9878265094464	174.769024157448	33.1804113557328	215.013650932101	19.4424001505289	134.524397382795	46.9184225609367
"2014-09-23"	"23/09/2014"	33	1.88873474259593	0.744975741467949	10.7443307111935	19.1824609569013	8.06348778091034	17.9837833737643	11.9335822280661	18.5806695386054	139.641516609737	79.9488550796718	135.176783179009	38.7536404880988	144.106250040465	121.144069671245
"2014-10-31"	"31/10/2014"	38	1.40203500672182	0.540924447052052	9.9552610644016	17.6937443942377	9.66812704206305	22.1566150022163	10.9775218306396	12.0438528717731	60.6706674486558	20.2887632756935	72.2099597605651	20.1281547275894	49.1313751367464	20.4493718237976
"2014-11-27"	"27/11/2014"	27	6.26800300638278	1.37274754312273	17.4354500498759	7.92567711450674	25.2081353954193	9.98046090605899	7.45135983752948	4.44875263741479	545.804569023372	97.2199812744994	680.543677142752	100.698835436799	394.22307238907	93.3062703419127
"2014-12-15"	"15/12/2014"	18	2.96514625887587	0.708655633883472	2.52710110221857	6.02142616856751	3.68797770284625	7.06361932686612	0.998300205861685	3.62741265098866	100.985974962421	51.5640505089171	122.472630187672	51.9167656182511	79.4993197371694	51.2113353995831
"2015-02-05"	"05/02/2015"	52	0.231910593040159	0.112509616487516	5.4469766112981	8.1212017751237	6.36824450562399	9.58396967135467	3.79343043108866	5.46842392138784	68.1060715371811	54.9352587174189	75.4663774806255	47.9686196510419	61.5635773652305	61.1278267764207
"2015-02-23"	"23/02/2015"	18	NA	NA	-5.80206441723728	-2.4005756110947	-8.25209403453735	-3.14770832177621	-0.265694122887791	-0.548091627213176	98.8144933576135	24.1421912915558	107.601388674989	26.4568152081889	91.0039197421688	22.0847478101041
"2015-04-21"	"21/04/2015"	27	1.16720736212699	0.590490172670104	4.61883920013527	4.77821071211697	7.45747648130249	5.59914060525087	0.848579910612743	2.74158981596314	127.726546312988	103.666711620513	155.300254816664	31.7082189890651	100.152837809311	175.62520425196
"2015-05-19"	"19/05/2015"	18	4.23436523985955	1.63216508525085	21.1126714891499	7.16880862365838	32.5709246909918	7.50819863413066	4.42395095213806	7.03394285731883	263.182417593701	56.7999485354768	327.609028290447	40.2849251054626	198.755806896956	73.314971965491
